,Text,score,analysis
1819,try chocolates leonidas never want anything else first discovered lived belgium 80s never forgotten taste simply incrediblemelt mouth good,0.31666666666666665,Neutral
1820,eat healthy means kids drink little juice zero soda little mean never buy might friends house party something generally drink milk water means feel left kids sugarfilled juice boxes caprisuns enter honest kids yes sugar thats like go look box roaring waters artificial sweeteners sugar something never could quite figure would rather children small amount real sugar artificial sweeteners since used drinking water otherwise like dont complain taste watered fact compare typical caprisun kind like difference vitamin water gatorade used vitamin water original gatorade going taste sickly sweet used gatorade vitamin water going taste like water slight flavor ask want children used tobr br ive seen reviewers complain hard open messy 6 8 year olds problems put straw dont problem spilling thembr br dont feel left everyone else juice box feel good amount sugar taking 40 calories artificial sweeteners exactly ive looking,0.0027173913043478308,Neutral
1821,served like straight black coffee great however wouldnt recommend adding creamer milk sugar etc whatever would normally add tends take away taste really sweetener kind try hazelnut creamer helps make palatable need little sweet coffee,0.24322916666666666,Neutral
1822,14 inch chunks dried mushrooms pack great deal flavor photograph really accurate least batchmine consistently sized larger shreds depictedbr br bought many packages whole porcinis much higher prices quality nuggets roughly mushrooms good consistent qualityive encountered dark crinkly offflavored pieces package typical inexpensive porcinitheyve worked well recipes ive used one complaint seem get grit matter many times strain sieve soak thats true much expensive mushrooms deal killer hardly noticeable,0.1153508771929825,Neutral
1823,eat completely gluten free diet fruity burst crispy bars great love bits fruit taste sweet great take one snack work almost every day give crispy bars 5 stars defiantly buy,0.4916666666666667,Neutral
1824,agree great product less expensive cheese sauce macaroni cheese havent tried popcorn yet gripe bit salty taste taste want children im glad available good price,0.2888888888888889,Neutral
1825,tried product whim hoping would goodbr surprise good pleased thebr ingredients include trans fat high fructose cornbr syrup convenience item give high marks tastesbr great extremely easy prepare,0.45888888888888885,Neutral
1826,protein bars good similar actual candy bar course healthier ive many different brands protein bars best ive far,0.3285714285714286,Neutral
1827,taste alright love vanilla chai tea thought would try added lot cream brewed liking next time im considering adding drop vanilla extract feeling trick,0.25,Neutral
1828,dogs dont like one much happy hips got skin coats least one dogs ingredient causes scratch wish dogswell would look ingredient would cause allergic reaction make change,0.25,Neutral
1829,dont much like sweet potatoes things made sweet potatoes really good unusual taste hard describe little sweet side perhaps sweet great others popchips variety quite hard crunchy regular potato chips seems like plus nicer consistency potato chips tried varieties popchips like one interesting flavors sure big hit popchips far less greasy regular chips fried fat sure exact process result wonderful chip prefer regular chips wouldnt call healthy certainly better eat regular greasy chipsbr would eat popchips time chips except bags small bit expensive chips extra pay worth like style chip cant imagine anyone liking popchips although perhaps everyone would like flavor give try likely hooked,0.19208333333333333,Neutral
1830,hickory smoked flavor favorite primal strips lot strips moist tender unusually flavorful right size even carnivorous relatives wisconsin took strips outstanding concern primal strips manufactured taiwan means production outside domain us food safety inspection however consumed two dozen strips past month remain happy healthy,0.3169642857142857,Neutral
1831,first took bite seriously thought eating dog food disgusting searched bag dog food expiration date thinking bad one reasons dont know anyone like,-0.4458333333333333,Neutral
1832,cookies taste awful inedible taste like cardboard dry hard return food product might make good hockey pucks threw review also chocolate chip cookies ordered spouse said thing threw also word wise,0.008333333333333304,Neutral
1833,live china unable find anything made jack links able buy different beef jerky products dont taste fortunately motherinlaw wife gift jack links beef jerky regular basis jack links uses premium cuts meat seasoned smoked way find delicious open bag sure put fridge unless want beef jerky grow white fuzz opened bag beef jerky refrigerated last months also recommend jack links teriyaki peppered sweet hot hickory smoked steakhouse recipes,0.20616883116883117,Neutral
1834,cats dont like else say reach 20 words expensive mistake older cat likes premium edge food older cats may eating gets,-0.05555555555555557,Neutral
1835,looking nonwheat based treats first ingredient flour second wheat mealbr br people wary sort thing pups wanted get way clean dogs teeth cant say brush teeth nightly quite hard biscuits potential hard treats help clean teethbr br size small well really par medium biscuits toy breed less 10 lbs likely trouble larger small biscuitsbr br dogs love course dogs love treats dont spit disgust br br overall fine pups gone box far 3 get treats couple times day problems allbr br 1550lb dog looking hard treat might help keeping teeth clean good option,0.06630434782608696,Neutral
1836,ive eating gluten free seven years couple pamelas cookies cup decaf gotten 4 pm low many times years first discovered loved shortbread styles moved chocolate chip versions recently peanut butter without chipsbr br love raisin walnut cookie may alltime favorite tender chewy generously studded nuts raisins unlike others little sweet taste one seems rely raisins sugar sweetness eating one two feel like ive eaten something might good totally selfindulgentbr br like pamelas cookies theyre little pricey prices amazon definitely best ive found likewise bobs red mill gf bread mixes also wonderful thanks amazon great selection gf foods,0.3625,Neutral
1837,coffee sample selection ordered keurig brewer far favorite ordered coffee several times amazon dark roast strong,0.17666666666666667,Neutral
1838,love bags great size flimsy fall apart place composte items great product highly recommended,0.5650000000000001,Positive
1839,received one giftactually gift meant sarcastic giver gift knows bit health nut avoid candy part joke though actually closeted candy freak left received outrageously squeaks protest spent pleasing evening making total pig myselfbr br little container contained among things jr mints tootsie rolls yummers bit honey gummy bears got ta love mostest favorite allatomic fireballs hey life candy land get better candy fresh absolutely delectablebr br top got nifty little use store little treasures inbr br great gift see price listed friend got pretty cheapbr br good stuff good buy,0.17828947368421053,Neutral
1840,looking low calorie portable food look soup tastes good 280 calories 140 servingbr br havent tried regular non healthy request version probably wont bother considering liked,0.36,Neutral
1841,actually ordered act easter basket college student delivered right time loved candy packaged decorated like photo colorful popcorn microwave already popped actually better us didnt order gift wrap mark gift vendor put marked box usually use inside plain box surprise order even included buttered popcorn jelly bellys favorite flavor always looking 25003000 items use care packages suppose added great food would little less price packaging really fun daughter definitely feel got moneys worth would happy order shop,0.23545386904761906,Neutral
1842,switched dog canned ages food diarrhea vomiting 2 days never ill healthy dog 19 years oldbr br look online investigate product via consumer affairs story common dogs even dying gi tract infections siezures horrible allergiesbr br well switching back old standby sojos shes kind tired know good wont hurt,0.04999999999999998,Neutral
1843,ordered husband said okay likes green mountain brand better next time order green mountain brand,0.12000000000000002,Neutral
1844,high quality dog food feed lamb easier disgestion highly recommend small dogs,0.023333333333333334,Neutral
1845,possible love turkey jerkybr br glutensensitive celiac may chance find spicy chewy appetizingly greasy eating lunch several days tell really gluten free taste good perfect brown bag lunch item snack keep briefcasebr br yummy,0.375,Neutral
1846,like em nothing unique flavor basically saves make home little pricey treat heck,0.09375,Neutral
1847,first good tastes good orvilles like orville bad eating lady finger like eating popcorn crumbs looking popcorn eat without spoon try something else popped corn slightly larger kernels,0.19,Neutral
1848,type coffee drinker ibr cuisinart coffee maker wife use 15 tablespoons dunkin donuts coffee per 6 oz water like coffee pretty strong however neither one us goes way get starbucks dont like taste reason starbucks considered bitter probably whybr br reviewbr would consider coffee bold yet bitter definitely full flavored yet powering maybe crema e gusto specifying ratio coffee water dunkin donuts drinker 34 table spoon 6oz water accredit smaller ratio finely ground coffee rather overall strengthbr br drink iced coffee summer even though january try coffee ideal making iced coffee make 15 table spoons 6oz water taste effected little bit ice melting stress enough good coffee icedbr br defiantly enjoying lavazza may try varieties make hot coffee go iced coffee,0.24972222222222223,Neutral
1849,grew mrs grass northern ohio love soupa hrefhttpwwwamazoncomgpproductb00122e6s2mrs grass chicken soup mix extra noodles 62ounce boxes pack 12ai arkansas 30 years dont sell discovered amazoncom without bring back visit ohio thank amazon,-0.024999999999999994,Neutral
1850,served nice dinner fluffed well look terrific one could stand much garlic hint garlic ok tasted like bathed garlic ended dogs bowls dogs liked didnt surprise since would also eat roadkill,0.38,Neutral
1851,skeptical combo flavors one dog loves theyre prefect size break half use training purposes,-0.3333333333333333,Neutral
1852,like salt vinegar crisps chips would prefer vinegar lighter love salty slightly tangy yummy,0.16666666666666669,Neutral
1853,coffee extremely bitter cant drink coffee without sort milk creamer unless prefer sort thing tried original gevalia coffee non crema brand tastes better opinion,0.25833333333333336,Neutral
1854,purchased fries beforeboth flavor flavors available great tasting 110 calories per bag would highly recommend product anyone,0.45333333333333337,Neutral
1855,cats real picky trying new foods popped open 2 cans 1 yellowfin 1 tuna soleand set dish first cat walked took little nibble went full chowdown second cat realized missing pushed older cat way set power eating 2 happy cats herebr br happy human notes big fishy smell strange looking formed bits good looking healthy cat food,0.21659564393939396,Neutral
1856,tried sale 2 1 safeway see box said whole wheat also said whole grain second ingredient delicious salty tasting without flavor quite tasty im buying amazon good ss price great snacks soup good job ritz,0.5142857142857142,Positive
1857,first get item 513 oz cans less 10 sams club product ridiculously overpriced even factor free shipping secondly another reviewer pointed chicken extremely bland fact think bland chicken imaginable tastes like nothing honestly use dog treats works great purpose reason dogs eat specially made dog treats matter kind try use stuff though bland lean enough works great dog treat,0.10044642857142858,Neutral
1858,dog loves treatdental cleaner teeth cleaned noticeabley within 2 weeks like ingredients made usa costco used supply item longer great product,0.8,Positive
1859,best made caring company never seen recall listbr love size know say r large smaller dog however heard requests smaller sizes toobr never buy anything else,0.34285714285714286,Neutral
1860,found really offers crunchy snack carb diet however find make shredded paremsan almost good,0.39999999999999997,Neutral
1861,love chocolate cereal love capncrunch excited try gag awful dont know taste tested came apparently arent familiar taste chocolate dont know taste would like give stars,0.13333333333333333,Neutral
1862,glutenfree vegan taste outstanding multigrain lightly salted triangleshaped chipsbr br arebr nongmobr 100 organicbr loaded omega 3sbr synthetic pesticides chemical fertilizersbr trans fats high fructose corn syrupbr artifical flavors colors preservativesbr theyre vegan naturally cholesterol cholesterol comes animal productsbr br wonderful crunch unlike many snacks eat handful feel satiated 18 whole grains per serving encourage entire family snack chips often far best tasting snack chip market dont know managed make chip takes good good time,0.4466666666666667,Neutral
1863,tried yeast cider recommendation would produce dry beerlike englishstyle cider started two batches far batch 1 yeast hydrated water started good ferment carboy day quarter activity expected 2 12 weeks first ferment racked aging taste already promising quite like beer plenty apple notes yeast overwhelm would expect properly aged result indeed pretty englishbr br batch 2 hydrated actual juice reserved main stock arent supposed wanted keep volume liquid taste undiluted low behold got bubbles even faster 12 hours impressedbr br use yeast cider remember apple juicesoft cider nutritionally incomplete beer yeasts feed yeast nutrient available amazon well sugar use woodstock organic brownbr br updatebr br completed 2 batches cider using nottingham results good sulphery notes ferment disappeared fairly quickly yeast impart yeasty taste finished brews one thing noticed cases getting yeast perk back bottle carbonation took pretty long time seems like alcoholrich environment nottingham dies goes dormant pretty fast probably makes good candidate cold crashingbr br definitely use yeast great taste consistent results produces,0.19305555555555556,Neutral
1864,love bags use daily 2 largebreed dogs roomy enough hold waste walk bags precut holes top slide one bag hole seals without messing tying super helpful 2 dogs pulling along walk also clip bag via hole onto harness long walks isnt trash dont carrysmell waste best part biodegradable compostable,0.20925925925925926,Neutral
1865,didnt realize big got ended giving fiances mom gsd,0.0,Neutral
1866,good god thats terrifying ingredients list try mccormicks instead low sodium variety tastes good old school old el paso stuff,0.09999999999999998,Neutral
1867,ive happy canidae customer year recommending product everyone however recently changed formula dog violently ill ive talked suppliers canidae chicago area receiving countless complaints sick dogs since new formula introducedbr im taking dog food immediately hes sensitive different foods past never violently thisbr disturbing would make switch without notification least finally know whats wrong dog happening countless others beware,-0.08852813852813853,Neutral
1868,im health nut love cooking evoo eat raw rye bread great insides outsides could go good things evoo must state acne prone skin literally tried everything market used evoo little bit lemon juice moisturizer simple soap free cleanser skin improved much knew simple things lifesavers especially wallet,0.21817307692307691,Neutral
1869,diabetic always looking sugar free products dont taste like garbage exnew yorker one raised chocolate egg creams lack good chocolate syrup long search isnt perfect best,0.61,Positive
1870,love candy bar big hunk much better little time good taste able carry purse later fresh shipping time amazing time surprise sister birthday,0.3236111111111111,Neutral
1871,great blend like brown rice also tasty cook salt butter ive also tried adding dried cranberries peanuts give different flavoryummy healthier alternative regular white rice although pricier regular white rice buying amazon bulk reduces cost per container ive seen standard markets 7 gripe cooking brown rice takes longer cook regular white rice however recommend mix anyone looking healthier way eat,0.06000000000000001,Neutral
1872,usually eat sweets find american made desserts sweet however cookies delicious put love frosting sugar also butter cream vanilla taste tastes like cake sprinkles add right amount crunchiness bite entire cookie chew cookie turns mouth watering sweet buttery cake dough need watch count cookies eat prevent eating though taste personally attracted pink ones glad get cookies walmartbr recommend buying online gets hot cookies tend stick together annoying doublecookie separate without breaking also always store cookie place enjoy cookies thanks reading,0.17904761904761904,Neutral
1873,thought wasnt going like soda boy wrong soda delicious cherrycandyish flavor like cherry tootsie pop sour cherry gel candy plus pretty healthy since doesnt contain splenda aspartame phosphoric acid caramel color,0.22000000000000003,Neutral
1874,best friend got chai best ive come across big train makes kinds flavors ive tried several raspberry personal favorite powder makes flavorful milky hot drink thats easier stomach coffee tastes better coffee ive ever,0.40625,Neutral
1875,wonderful pink peppermint fudgebr br 4 12 cups sugarbr 1 stick butterbr 1 evaporated milkbr mix ingredients cook exactly 5 12 minutesbr remove heat quickly addbr 2 pkgs peppermint crunch chipsbr 1 70z jar marshmallow cremebr 1 teasvanillabr stir smooth pour greased pan let cool cut aprox 1 piecesbr br makes great peppermint fudgebr since chips seasonal stock year bought 24 bags,0.4333333333333333,Neutral
1876,first bag chai tea say extremely strong try drink straight barely taste tea bit bitter extremely strong spice tastebr br gets better water lot take lot milk basically chai tea latte suppose supposed drunk start losing base tea get spices,0.05185185185185184,Neutral
1877,ive feeding two labradors food 3 yrs wellbr older lab 13yrs seems thrive despite level arthritis hips still active dont mean ascribe canidae soley certainly helps,-0.0162202380952381,Neutral
1878,chips delicious salty sweet hint spice idea tamari supposed taste chips awesome finished entire bag one day,0.5875,Positive
1879,first carnation instant breakfast snack kid kids love usually get chocolate cheaper 10 30pack costco prefer vanilla like vanilla milkshakes better chocolate 30 pack 60 bad price considering much storeyou might able find cheaper sometimes sale andor coupon amazon convenient decided stock upbr br love great breakfast run teen almost every day yummy healthy snack kidsor kids feel like theyre getting treat feel like theyre getting vitamins sometimes drink instead grabbing something candy bowltastes great dont feel guilty great alternative premixed chocolate milk toobr br amazon would put subscribe save,0.26,Neutral
1880,stuff doesnt beat boiling chicken carcasses comes pretty close regular chicken bouillon cant compare mix stuff chicken breast noodles vegetables spices get good chicken soup crock potslow cooker really shines kind dishbr br problem live hawaii one expensive parts country expensive grocery store sells 659 buy 479 usually amazon shines kind thing better bouillon series,-0.044242424242424236,Neutral
1881,great lavender entire room smelled wonderful lavender soon opened box color beautiful bundles large ordered lavender several times companies bundles received never large also aware previously purchased lavender ordered rather large companies old smelled moldy upon receipt order lavender seller,0.2867965367965368,Neutral
1882,tasted hazelnut coffee hooked coffee drink maxwell house hazelnut favorite brand hard find sometimes stores order amazon try either franciscos hazelnut even targets market pantry hazelnut brand good,0.30277777777777776,Neutral
1883,havent really good curry ketchup 20 years even thogh may cost curry ketchupsit worth put automatic reorder also shipped really fast order time,0.39999999999999997,Neutral
1884,waiting chicken flavor added subscribe save option excited order sent beef complained amazon offered send looked confirmation email listing jpeg photo clearly beef ingredients say beef title chickenbr br complained amazon thanked noticing issue page yet today error still fixed sure order listing product image product description match product titlebr br httpwwwamazoncomgpproductb00487vx2urefoho00s00i00details,-0.017857142857142842,Neutral
1885,first time owner read best feed puppy higher quality foods instead big commercial brands reading lot positive reviews decided try wellness super5 puppies worst mistake ever made little bullys stool never firm however make coat shiny developed bad case diarrhea stopped eating drinking day worried lil guy overnight stay expensive vet bill lil bully returned home full energy vet recommened would eat canned purina en rest life realizing really wanted money decided switch food decided go canadae als transition blackjack still loose stool research finally decided cal natural lamb rice started mixing food bj developed bad bloody diarrhea case started home remedy pepto bismol bland diet pet store clerk recommended canned pumpkin well bj fasted 24 hours feeding boiled chicken rice days blood gradually disappeared slowly started mixing cal natural lamb rice say bj feeling 100 better stool solid result wanted wellness disappointedbr br want healthy pet bucks saved vet visit please stay away food,-0.046437667271000606,Neutral
1886,like bold coffee usually drink starbucks im various bold varieties available keurig coffee maker im home quit drinking coffee evenings restless sleep drank close bedtime drink right bed time sleep without problem tastes greatbr br good job emeril,0.2574829931972789,Neutral
1887,ill start something really important sell date bought cookies january 2010 good 92010 important since hate eating rancid food throw ive always loved cookies market sells much subscribe price im happy subscribe save love currants hard find things flavored admit currant taste strong delicious anyway love puff pastry im allergic gmo corn starch genetically modified corn starch try find cookies us stores without corn starch 95 corn modified us labeled real treat since cookie actually eatbr br cookies flaky puff pastry always slightly sweet people said terribly sweet cookie quite sweet enough enjoy mine tea also take lunch take lunch put little box delicate might end delicious crumbs dont protect know squashed,0.26974637681159414,Neutral
1888,packets white hot chocolate powder mix discontinued timothys per customer service purchased kcups time around amazon great quantity price deal well let tell kcup formula tastes like chemicals lousy aftertaste horrible label box kcups says sucralose whereas packets sucralose still one packet left compare labels main difference called timothys customer service ask changed formula get box sugarfree diet kcups regular box error informed way theyre formulated never buy find someone take 2 boxes nasty tasting things hands,-0.14259259259259258,Neutral
1889,best potato chips ive ever tasted easy go half bag without stopping texturecrunchiness perfect salt vinegar combination dont know taste much better chips ive ever judging nutrition facts seem healthier theyre somewhat fibrous good bit potassium vitamin c could dont skin potatoes chips bit thicker normalbr br like kettle chips great,0.6095238095238095,Positive
1890,pros good price size fast deliverybr con best tasting jimmies still better getting small grocery store size,0.43,Neutral
1891,absolutely love wolfgang puck rodeo drive k cups best nice rich flavor strong best one yet,0.6513888888888889,Positive
1892,love stuff use much stuff buy 32 oz jug dissolves easier fluid powder also use extract two products raw vanilla bean powder eat vanilla like food groupbr br ive vanilla bean pastes okay ones bomb,0.19384615384615383,Neutral
1893,loved coffee 12 years glad find online stores maryland,0.6,Positive
1894,best rub found even made need drive crazy trying perfect rub done youbr butts whole chickensturkeys great ribs go sparingly overwhelm also like melt waterapplejuicevinegarbutter inject directly butts 10 12lbs typically like keep butts shrinkwrap come bjs overnite put rub least 46 hours prior letting meat come room temp bag till soaked add another sprinkling got pizza shaker type metal shaker makes application easy works great slow smoke often 1 gallon lasts right around year use everything really worth money regret go easy ribs bit salty ad full flavored,0.27098214285714284,Neutral
1895,allnatural product effective taking edge anxiety separation road trips vet visits dogs beg tasty treat could ask anything,0.6,Positive
1896,used product hurt type physicly mentaly worried good enough type drinking kombucha one week feel nothing mentaly pain free use think twice offering review product kombucha belly type away reviews feeling pain fact feel nothing headbr thank kombucha,0.3666666666666667,Neutral
1897,received order timely fashion got recent manufactured date noit stale would business anyone carries label havent taken long enough give review later date,-0.11000000000000001,Neutral
1898,original box caught attention tea shopping always busy fairway broadway price wise almost double teas couldnt resist temptation new tea good choice end cant wait try flavors brand carriesbr br mesh tea bag crinkles sloshes like expensive fabric single origin full leaf tea blooms water hits tastes looks like expensive loose tea long graceful leaves always remind seaweed cold green sea taste absolutely exquisite due single origin pure assam tea meaning small delicate blossoms selected fillers cheap mixes stretch quantity tea company package sell tastes lovely incredibly creamy quiet dreamy splash milk always sugar connoisseurs plain black tea taste soothe taste buds something reach daily cant even recall many times pick tea coffee morning give livebr br kasia,0.09821131249702675,Neutral
1899,bought 15 month old never go back gerber cereal barsbr br nutritional value cost lessbr br side hard get eat one finishes quickly begs wish made slightly bigger size bigger kidsbr br great product,0.13452380952380952,Neutral
1900,havent opened jar yet label gives information companys web site water listed first ingredient smoked herring 40 followed cuttlefish salt potato starch ingredients would useful online descriptions least clear labels,0.08750000000000002,Neutral
1901,like strong coffee usually dislike premeasured pods etc result lame brew jet fuel excellent though brew cup size mug received keurig gift along many samples jet fuel among figured name like might pretty hearty wish readily available,0.2619047619047619,Neutral
1902,always buy chicken flavor walmart sells around 6 saw breath one price happy large dogs love get close personal however came pepperoni flavor instead fresh breath exact opposite however dogs still enjoyed although wont order online since little bit cheaper walmart sure get right flavorbr br however overall kong filler awesome keep 2 large dogs entertained little day love,0.24054621848739496,Neutral
1903,think bjs better deal mixed fruit packs gerber child really loves peaches great,0.375,Neutral
1904,dogs love busy buddy gnawhide bones bones keep occupied happy im busy cant give attention want,0.375,Neutral
1905,ive drinking different types protein powders long time one would rate best raw organic alot fiber heres deal serving size 4 tablespoons get 14 grams fiber 11 grams protein 1 g sugar small percentage calcium vitamin e iron 48 magnesium 22 zinc said use 1 tablespoon per smoothie shake banannna frozen strawberries dash organic vanilla blender cant even taste hemp three times day heaven actually drinking something healthy processed like protein powders hemp also full amino acid profile cant go wrong looking protein powder high amount protein isolated processed kinds opinion body cant handle protein plus processed varieties good anyway take easy enjoy best best rather overload highly processed protein powders,0.2920352564102564,Neutral
1906,note amazoncombr br pretty please put liver subscribe save beef liver beef available ss liver yet thank muchbr br reviewbr br cat slowly switching newmans beef products wellness brand cat food great brand still reserved treats occasionally ecstatic totally grainandno fillers organic cat food could feed 9 year old cat prone crystal formation bladder also plaque build teeth even though brush outer teeth every eveningbr br far ive tried beef liver liver loves ordered beef today im sure hell love toobr br product thick concentrated beef liver alone consistency concentrated pate beef liver consistency gelatinous thick beefy oatmeal scoop bowl blend bit hot water product warm fats make gravy also prefers eat food bit warm anyhow barely wants nibble wellness brand cat food ive four years guess means hes one sold cat might unusual cat love beef much cat goes crazy beef especially make steak afford find organic grain beef based line cat food made day one nine lives doubtbr br anyway know cat already loves beef beef liver heshe probably peachy keen productbr br ingredients list newmans canned beef cat productsbr br beefbr br organic beef organic beef broth minerals calcium carbonate zinc proteinate iron carbonate copper proteinate manganese iodate calcium iodate sodium selenite taurine vitamins vitamin e e d3 b12 k supplements choline niacin pantothenic acid riboflavin thiamine pyridoxine folic acid biotinbr br guaranteed analysisbr br crude protein120 minbr crude fat45 minbr crude fiber10 maxbr moisture820 maxbr ash10 maxbr magnesium002 maxbr taurine007 minbr br caloric valuebr br fed kcal3oz can156br br liverbr br organic beef liver organic liver broth minerals calcium carbonate zinc proteinate iron carbonate copper proteinate manganese iodate calcium iodate sodium selenite taurine vitamins vitamin e e d3 b12 k supplements choline niacin pantothenic acid riboflavin thiamine pyridoxine folic acid biotinbr br guaranteed analysisbr br crude protein110 minbr crude fat25 minbr crude fiber10 maxbr moisture830 maxbr ash15 maxbr magnesium002 maxbr taurine007 minbr br caloric valuebr br fed kcal12oz can129br br beef liverbr br organic beef organic beef liver organic beef broth minerals calcium carbonate zinc proteinate iron carbonate copper proteinate manganese iodate calcium iodate sodium selenite taurine vitamins vitamin e e d3 b12 k supplements choline niacin pantothenic acid riboflavin thiamine pyridoxine folic acid biotinbr br guaranteed analysisbr br crude protein100 minbr crude fat30 minbr crude fiber10 maxbr moisture820 maxbr ash10 maxbr magnesium002 maxbr taurine007 minbr br caloric valuebr br fed kcal12oz can140br br heres kittys health,-0.07741935483870963,Neutral
1907,weve keurig coffee maker office couple years ive enjoyed immensely ive probably tried every offering available office including regular caffeinated coffees far flavorful emerils jazzed decaf tend favor decaf one stands among one favorites office timothys rainforest espresso good right however ran emerils forced brew cup rainforest left disappointed taste department reviewers may call taste burnt palate robust flavorful thoroughly enjoyable coffee,0.1305194805194805,Neutral
1908,best kcups tried far others said like newmans starbucks dark french roast better agree bit stronger newmans purchased 54 pack already went couple 12 packs beer also recommend tazo green tea,0.20833333333333337,Neutral
1909,twinings line cold brewed teas one best products doesnt compromise taste convenience longtime tea drinker loving forms customs fashion drinking divine beverage love green teas hot cold place one lovely bags large seethrough travel cup fill er ice add water time get work start sipping although enjoyed best california summers admit drink yearround ordering bulk amazon costeffective way enjoy drink loveliness,0.2970238095238095,Neutral
1910,got wanted try price right wow taste subpar taste like something would find gas station dispenserbr br reading nutrition facts noticed 80 calories per serving big deal scanned saw 23 daily saturated fat wow read ingredient list first ones partially hydrogenated vegetable oil sugar corn syrup solids instant coffee others im health nut things dont sound healthy see saturated fat coming,0.15357142857142855,Neutral
1911,great product drink tea medical reasons seems help problem recommended friend continue drink great product,0.5333333333333333,Positive
1912,100 calories brownies quite good find keeping freezer refrigerator makes better last longer,0.39999999999999997,Neutral
1913,love idea drawer put brewer top thing really lousy pods keep getting stuck becomes impossible openclose drawer pods fall every time manage get open ends big mess huge disappointment,-0.06018518518518517,Neutral
1914,wondered still wondering hotels waffle mix tastes good seems like hard time replicating recipe waffle mix got grocery stores br br well baffling didnt give wish able make yummiest waffle kitchenbr went amazoncom encountered product golden malted waffle mix hrefhttpwwwamazoncomgpproductb001ell60wgolden malted pancake waffle flour original 33ounce cans pack 3abr br first hesitant especially seeing comes pack 3 still failed old waffle flours kitchen would buy 3 simply try br br extensive reviews amazon google decided try lot people gave good ratings agreed tastes like hotels waffle mixbr br result omg waffle mouthwatering followed recipe written mix waffle flour eggs water butterbr using belgian waffle maker cooking 5 min aroma heavenly paired grade b dark amber real mapple syrup hrefhttpwwwamazoncomgpproductb00271opvucoombs family farms 100 pure organic maple syrup grade b 32ounce juga yes imitation waffle syrup really yummiest waffle ever made crispy outside moist inside heavy like pancakesbr br buying waffle mix truly recommend hunt perfect waffle mixbr br natural hrefhttpwwwamazoncomgpproductb001eo6bfegolden malted natural waffle pancake mix 33ounce containers pack 3a blueberry flavored hrefhttpwwwamazoncomgpproductb0042rnhvggolden malted pancake waffle flour blueberry 16ounce cans pack 4a tried think staying originalbr br enjoy,0.16801242236024846,Neutral
1915,health benefits uncertain nice variant another favorite celestial seasonings cranberry apple zinger alvita tea tart light refreshing alvita long history making healthful products also surprisingly good values,0.44166666666666665,Neutral
1916,excellent product received promptly fresh opened however found priced walmart expected price bargain ordering bulk,0.39999999999999997,Neutral
1917,brand kombucha really great love individual cans easy pack go put 3rd orderfew days ago recommend anyone wish bit cheaper,0.3466666666666667,Neutral
1918,like previous reviewer first thing scanned wjth new app case 18 ounce box rice krispies front breakfast table like previous reviewers results received inaccurate community 12pack much higher price wed paid ill update review ive scanned checked products far im wowed previous buys guys p writing hitting 2nd round publish review buttons discovered result info changed telling 18 ounce box 4pack boxes instead either 12pack originally said individual package actually verrry interesting,0.029383116883116882,Neutral
1919,love give kitties silki tuffy half pouch mid day snack keep thier bird terrorizing energy level upi gave 4 stars little messy tear open sometimes dont use scissors clean afterwards oh well love,0.1015625,Neutral
1920,excellent flavor ease use product close brewed tea ever tasted,1.0,Positive
1921,good tasting pasta gluten free lifestyle expensive dont understand gluten free food expensive,0.1,Neutral
1922,pretty much drink black tea occasional mineral water drink nothing else love black teas stronger better like find version earl grey mild pleasant dont find tea bitter matter long let tea bag steep anything find even milder common brands earl grey like bigelow tazo bergamot overpowering find even makes great go meals mild flavorsbr br drinking almost entire box rate definitely one order great way introduce someone earl grey may accustomed bold flavors blend also great blend like earl grey sometimes find flavor bitter strong probably one mildest blends ever hadbr br issues tea bags releasing tea leaves cup makes nice clear drink cloudiness powdery residue left behind bitter taste higgins burke blend delicious goes really well meal,0.19791666666666669,Neutral
1923,son likes pretty well like introduces flavors found typical baby foods high quality,0.08111111111111112,Neutral
1924,done quite bit research chose dog food dogs seems best money needed needed something would benefit different age stages nutritionally bulk best price based research came dog food one dogs full grown used eating different brands junk knew feeding fond first got used eats without issue puppy loves overstuff ration meal times gives peace mind getting need going broke giving complaint horrid flatulence dog food seems give never experienced adult dog 4 years hes always eaten store brands dog food maybe thats issue overall satisfied live occasional unpleasantness seconds means eating healthy also noticeable difference coats health thats another plus couldnt good conscience give five flatulence really room clearingspose could uses unwanted guests bright side,0.27860962566844927,Neutral
1925,received best buddy bits dog 6 weeks ago absolutely loves 12 years age far training age could use training treats historically loved chicken flavored treats flavor treats bought treats loved day one habit prancing hind legs get treats hears bags crinkling however treats runs towards starts standing hind legs excited get treats never seen excited get treat 12 years think goes quality treats love master give treats lolbr br dog small rottweiler 65 pounds however big enough give 2025 bits time give treats times three times day lot treats certainly glad purchased four bags best buddy bitsbr br tell received shipment amazon reason thought treats named best buddy bites know made blunder imagine embarrassment front dog since one around realized wrong entire time oh well least certainly straight name nowbr br one last item crude fat min level treats 13 bit usually like give dog overlook treats absolutely goes bonkers treats things dog,0.18478260869565216,Neutral
1926,really like protein butter put n crock pot chili delicious put toasted bagle jiffy peanut butter also delicious love culinary art spices fun one njoy,0.5,Positive
1927,fun share candy childhood seven year old daughter enjoyed much especially apple flavor,0.225,Neutral
